,News,Subjectivity,Polarity,Analysis
103,"['', ""India's delegation to the G7 summit in London is self-isolating after two positive COVID-19 cases were recorded among the officials, with Foreign Minister Subrahmanyam Jaishankar confirming he would be conducting his engagements virtually.\n\nStrict coronavirus measures are in place at the summit where G7 foreign ministers met face-to-face for the first time in two years."", 'SKY', 'Read More', 'Our Apps']",0.32575757575757575,0.14545454545454545,Positive
105,"['Just hours after NSW health officials revealed a shock new local case of COVID-19, other states were quick to respond.', 'Health authorities in several jurisdictions have issued advice for residents in response to the shocking news that NSW had recorded a new locally-acquired case of COVID-19.', 'Advice from the Queensland health department states that anyone who has visited any Sydney hotspot venues at the listed exposure times must quarantine at their home, contact the department and get tested as soon as possible.', ""Queensland's chief health officer Jeannette Young said it was essential people who may have been exposed to the virus stay home."", 'BREAKING: New requirements are in place after a person from the eastern suburbs of Sydney tested positive to COVID-19. Find the list of locations here: https://t.co/T0b6Rtiwbipic.twitter.com/byeOVYcUnz', '“NSW Health has already made it clear that anyone who has been to any of those venues should be quarantining and not getting on flights,” Dr Young said.', '“We’re working closely with NSW to get a better understanding of the risk associated with this case, so as an interim measure, we’re mirroring NSW Health’s advice.”', 'She said the department would continue to assess the situation and urged residents to monitor the government website for updates.', 'The Victorian government also issued advice, declaring all of NSW would remain a ‘green zone’ until more about the new infection was known “including genomic sequencing results”.', 'That means anyone from anywhere in NSW can travel freely to Victoria but should still apply for a travel permit.', 'But anyone who is in Victoria and attended an infected venue will be classified as a ‘tier 1’ and must get tested and isolate for the full 14 days.', '“Using travel permit data, the department will today message people who have entered VIC from NSW since 30 April,” the Victorian Department of Health said on Twitter.', '“Flight manifests have been requested from the National Incident Room. Authorised Officer presence and spot checking will be increased for flights from Sydney.”', 'SA Health had similar advice, saying anyone who was at a hot spot venue must get tested and isolate.', 'The man who tested positive is in his 50s and lives in Sydney’s eastern suburbs.', 'He returned a positive result on Wednesday, sparking several venue alerts.', 'Victoria has launched a number of preliminary and precautionary public health actions in relation to the COVID-19 case in Sydney announced today. [1/5] pic.twitter.com/46sPAapufZ', 'NSW Health is now racing to work out how the man caught the disease given he has no links to hotel quarantine, border control or health.', 'NSW chief health officer Kerry Chant said urgent genomic sequencing was underway.', '“All of the usual routes where we would expect someone to have acquired the infection are not clear,” Dr Chant said.', '“And that’s why this ... requires us to do that genome sequencing to give us that understanding of where that source of infection was, and then we can work backwards from that.”', 'A toddler in Melbourne nearly lost her leg to a terrifying flesh-eating infection, with a medical institute now working on a vaccine.', 'Brisbane woman Angie Yen had her tonsils removed last month. 10 days later, the 27-year-old woke up speaking in a “funny” voice.', 'Our Apps']",0.4376336898395722,0.046635472370766484,Positive
108,"['', 'India has put vaccine distribution to other countries on hold as the country battles the world’s fastest-growing Covid-19 surge. The delay in distribution is hampering the global vaccination effort. Photo illustration: Laura Kammermann', 'WSJ', 'Read More', 'Our Apps']",0.2916666666666667,0.125,Positive
109,"[""India's foreign minister Subrahmanyam Jaishankar, in Britain for G7 meetings, said on Wednesday he would hold his talks virtually after being exposed to possible coronavirus cases."", ""India's foreign minister Subrahmanyam Jaishankar, in Britain for G7 meetings, said on Wednesday he would hold his talks virtually after being exposed to possible coronavirus cases."", 'That will be the case with the G7 Meeting today as well,"" he tweeted. grk/leg', 'Spiralling violence between Israel and Hamas Islamists who control Gaza is ""escalating towards a full-scale war,"" the UN envoy for Middle East Peace said Tuesday.', 'The UN Security Council will hold an urgent meeting on Wednesday over the deadly unrest playing out between Israel and the Palestinians, its second such session in three days, diplomatic sources said Tuesday.', 'Our Apps']",0.39375,-0.05625,Negative
111,"['', ""Brazil's former health minister told a parliamentary inquiry on Tuesday that President Jair Bolsonaro's right-wing government knew full well that the treatment they were advocating for COVID-19 patients had no scientific basis. Bryan Wood reports."", 'REUTERS', 'Read More', 'Our Apps']",0.35000000000000003,0.2833333333333333,Positive
112,"['', 'Sky News host Chris Kenny says the single new community case of COVID-19 in New South Wales “should not be such big news”.\n\nPremier Gladys Berejiklian on Wednesday had a snap press conference to announce the case.\n\n“The paranoia is running deep,” Mr Kenny said.\n\n“Berejiklian had a better take on all of this stuff recently back in April when she said each infection should not be big news.\n\n“We need to tone this down … stop being alarmist, stop scaring people, stop making a disaster out of every single infection of a disease that is mild or even asymptomatic for 99 per cent of Australians who get it.”', 'SKY', 'Read More', 'Our Apps']",0.3251193251193251,0.1005883005883006,Positive
113,"['', ""NSW Health has expressed grave concerns about the recent case of community transmission as the man in his 50s has a high viral load making him potentially extremely infectious.\n\nNSW Premier Gladys Berejiklian announced on Wednesday, health authorities discovered a case of COVID-19 in a man in his 50s who had been “very active” in Sydney’s inner east.\n\nChief Health Officer Kerry Chant expressed concerns around the origins of the case as the man had not travelled overseas, nor worked in border security or hotel quarantine.\n\nShe also said the man has a high viral load and could be potentially very infectious, but genomic sequencing and testing of close contacts would be needed to confirm his strain and infectiousness.\n\n“So the CT values in this case were low, so just to be clear low CT values mean that you have a higher viral load and therefore potentially are more infectious, so they do give us some cause for concern,” she said.\n\n“The next ring of testing around this case will actually tell us whether he's passed it on but also in this case we're really interested in how this person acquired the infection to understand the broader risk in the community.”"", 'SKY', 'Read More', 'Our Apps']",0.46375,0.0838425925925926,Positive
115,"['Multiple new venues have been added to a growing list of places across Sydney - including a Westfield - visited by a man infected with COVID-19.', 'An optometrist and two popular cafes have been added to the growing list of coronavirus exposure sites after a man from Sydney’s eastern suburbs tested positive to the virus.', 'Health officials said the man, in his 50s, had not travelled overseas recently and did not work in a quarantine hotel, border or health role.', 'Contact tracers urgently gathered information on his movements before issuing a public alert.', 'The newest venues on an alert issued at 5pm on Wednesday include District Brasserie in the city centre, an optometrist within the Sofitel and a cafe in Paddington.', 'Anyone who attended the following venues should get tested and isolate while waiting for further advice from NSW Health.', 'SYDNEY: District Brasserie at 2 Chifley Square between 11am and 11.45am on April 30.', 'SYDNEY: HineSight Optometrist at the Sofitel Sydney Wentworth between noon and 1pm on April 30.', 'PADDINGTON: Barbetta at 1 Elizabeth Street in Paddington between 1.30pm and 2.30pm April 30.', 'Earlier, restaurants, retail outlets and a cinema were flagged as coronavirus hot spots in NSW, following news of the new case.', 'Anyone who attended one of the following venues at the times specified is asked to immediately get tested and isolate until NSW Health provided further information.', 'This advice applied to everyone, including those people who may have been partially or fully vaccinated:', 'BONDI JUNCTION: Screening of The Courier at Event Cinemas; Westfield Bondi Junction 500 Oxford Street; Friday April 30; 6-8pm', 'RUSHCUTTERS BAY: Figo restaurant; 3/56-60A Bayswater Road; Friday April 30; 8.45-11pm', 'SILVERWATER: Joe’s Barbeques & Heating; 142 Silverwater Road; Saturday May 1; 1-1.45pm', 'SILVERWATER: Tucker Barbeques; 138 Silverwater Road; Saturday May 1; 1-1.45pm', 'ANNANDALE: Barbeques Galore; G1/212-220 Parramatta Road; Saturday May 1; 2-3pm', 'CASULA: Barbeques Galore; The Crossroads, Unit 12B, Parkers Farm Place; Saturday May 1; 4-5pm', 'MASCOT: BP Mascot; 1077 Botany Road; Saturday May 1; 4.30-5pm', 'BP Mascot; 1077 Botany Road; Saturday May 1; 4.30-5pm', 'BONDI JUNCTION: The Meat Store; 262 Oxford Street; Sunday May 2; 3-4pm', 'In a statement, NSW Health said the man was tested on Tuesday and returned a positive result on Wednesday.', '“Genome sequencing is underway, with results expected in the next 24 hours,” it said.', '“Close contacts are being urgently contacted, tested and isolating. The man visited a number of venues while potentially infectious.”', 'NSW Premier Gladys Berejiklian said the case was a “wake up call” that the fight against COVID-19 was still not over.', '“I want to stress that health is undertaking genomic testing in relation to strains that exist in our quarantine system, but also the strains that exist in the other states as he may have undertaken some travel duration that time or been exposed to people in other states,” she said.', '“We can never be complacent,” she said.', '“I can try and do the elbow tap but I know around NSW people are shaking hands and kissing in public. We need to be aware that virus is still around.”', ""To join the conversation, please\n log in. Don't have an account?\n Register"", 'Join the conversation, you are commenting as  Logout', 'Commuters on two train services and three stations have been caught up in Melbourne’s latest positive coronavirus case.', 'One state says it hasn’t gotten its fair share from Canberra, with the amount of money allocated ‘even worse than first feared’.', 'Our Apps']",0.42543290043290044,0.09480519480519481,Positive
116,"['It was the news Australians waited a year to hear.', 'When New Zealand finally announced the trans-Tasman travel bubble last month, it brought relief to those aching to see loved ones and hope to frustrated travellers keen for an adventure.', 'At youth travel company Contiki, the announcement was its green light to get back to what it did best – helping young people discover the world.', 'Now, more than a year after global tours were aborted due to the worsening coronavirus crisis, the first international Contiki trip since the pandemic is about to set off in New Zealand.', 'Contiki is offering 11 tours across the ditch, with the first cab off the rank, the Sweet As tour of the South Island, departing on May 23.', 'The company brought back Australian domestic tours at the end of last year but international travel was what everyone was really waiting for. As soon as the trans-Tasman travel bubble was announced last month, Contiki saw bookings of its New Zealand tours skyrocket by 300 per cent.', '“We’ve had trips in Australia, and people have been excited about seeing their own backyard, but the essence of Contiki is seeing the world,” Contiki Australia’s managing director Katrina Barry told news.com.au.', '', '“It’s really nice to see borders finally reopening and groups of young people are able to come together and connect with each other through their love of travel.', '“I think people have been feeling a little bit gypped that 2020 took that away from us, that big overseas holiday or that gap year, and we know the younger generation has been more open to travelling as soon as they can.”', 'Research by Contiki into the travel attitudes of 18 to 35-year-olds found not only were they raring to get out and see the world, they missed opportunities to meet strangers and make friends overseas.', '“There had been a bit of a trend towards younger people being a bit too cool to go on a group trip, but they’re telling us that now, they’re really missing connecting with other people,” Ms Barry said.', '“Contiki is flavour of the month now. They’re realising they can go overseas and meet people from all over the world and a company is going to make sure the experience is fun but safe for them.”', '', '', 'It had been a long year for the travel industry, and tour operators in particular, since international borders slammed shut in March last year. Contiki’s entire global network of hundreds of tours across six continents was brought to a standstill.', '“No one knew how long it would go on,” Ms Barry said. “But we thought, never waste a crisis. What can we do that will make us smarter and better? What are the projects we’ve been wanted to do for ages but never have time to do?”', 'As the long months ticked by, Contiki kept busy with its sustainability strategy – it recently announced it will be an entirely carbon neutral company by 2022 – and went about vetting each of the companies it worked with on tours, from hotels and restaurants to transport operators to ensure they’d be up to top-notch standard when travel returned.', '', 'Australian trips resumed late last year, including an island-hopping tour of North Queensland, and then it was a matter of waiting for that bubble with our neighbours across the ditch.', 'With New Zealand tours about to get under way, Ms Barry said Contiki was already looking ahead to Singapore, which is likely to be the next destination to open a travel bubble with Australia.', '“We’re thinking Japan after the Olympics as well,” she said.', 'As the world continues to reopen in travel bubbles, young tourists are likely to lead the charge, armed with savings and built-up annual leave, and perhaps more adventurous and flexible than older generations.', 'While Contiki’s best selling European tours have generally been around 14 days long, the current top selling tour is a mammoth 45-day odyssey across Europe in 2022.', '“I think there’s a sense among young people of, ‘I didn’t appreciate travelling as much when it was too easy and it was constantly there for me’,” Ms Barry said.', '“Now they don’t want to take it for granted and want to see and do as much as they can. They’re thinking, ‘I want a long trip, a big trip, because I don’t know when I might be able to do that again’.”', '', 'A NOTE ABOUT RELEVANT ADVERTISING: We collect information about the content (including ads) you use across this site and use it to make both advertising and content more relevant to you on our network and other sites. This is also known as Online Behavioural Advertising. You can find out more about our policy and your choices, including how to opt-out here.', 'Copyright Nationwide News Pty Ltd all rights reserved', 'Powered by WordPress.com VIP', 'By registering you accept our\xa0Privacy Policy and Terms & Conditions.\nBy registering you agree to be updated on new offers, products and services from News Pty Limited and any of its related companies using contact details provided.', 'Yes, I would like to receive marketing and communications from Escape.com.au including incredible deals, insider travel advice and jaw-dropping competitions.', 'I agree to abide by the escape.com.au Terms & Conditions of use and Privacy Policy.', 'Our Privacy Policy includes important information about our collection, use and disclosure of your personal information (including to provide you with targeted advertising based on your online activities). It explains that if you do not provide us with information we have requested from you, we may not be able to provide you with the goods and services you require. It also explains how you can access or seek correction of your personal information, how you can complain about a breach of the Australian Privacy Principles and how we will deal with a complaint of that nature.', 'Yes, I would like to receive marketing and communications from Escape.com.au including incredible deals, insider travel advice and jaw-dropping competitions.', 'I agree to abide by the escape.com.au Terms & Conditions of use and Privacy Policy.', 'I agree to abide by the escape.com.au Terms & Conditions of use and Privacy Policy.', 'Yes, I would like to receive marketing and communications from Escape.com.au including incredible deals, insider travel advice and jaw-dropping competitions.', 'Please enter your details below and one of our friendly partners will get back to you within 24-48 hours.']",0.4157138223651984,0.1627482227252869,Positive
117,"['Authorities have revealed how they believe a quarantine hotel security guard contracted COVID-19 before infecting two of his housemates.', 'A security guard at a quarantine hotel in Perth may have contracted COVID-19 after handling the luggage of two infected travellers.', 'The Perth and Peel region narrowly avoided another lockdown after the security guard at the Pan Pacific Hotel infected two of his housemates, but the community has been forced to wear masks and other restrictions have also been imposed.', 'Health authorities previously said they believed a traveller from the United States infected a person coming from Indonesia while they shared a flight into Perth, then one of them infected the guard.', 'Premier Mark McGowan revealed on Wednesday that CCTV footage showed the guard was wearing gloves and other personal protective equipment when he handled luggage inside a lift.', '“He entered the lift that they had been in, we know that, and he handled some luggage – that’s what the CCTV has showed us,” Mr McGowan said.', '“He was masked up, he was wearing all the appropriate gear.', '“He handled their luggage, but was there transmission there? We can only speculate.”', 'Authorities have identified 108 close contacts, of which 75 have tested negative so far.', 'A further 476 casual contacts have been identified, of which 221 have so far tested negative.', 'Mr McGowan also gave an update on the man in Collie who returned a “weak positive result” for coronavirus.', 'The man, aged in his 30s, recently returned to Collie after travelling to Australia from Poland and quarantining in Melbourne for two weeks.', '“The very, very strong medical advice is this is an historic case,” Mr McGowan said.', '“This person is doing what is called shedding of the virus, which sometimes means that a positive test is picked up even though the person is not infectious.', '“I just urge everyone in Collie not to worry, not to panic. We’ll get information out as soon as we possibly can.”', 'Shortly after Mr McGowan’s press conference, the Health Department issued a statement confirming it was an historical case.', '“The man in his 30s poses no threat to community health and has not been included as a positive case in WA statistics,” the department said.', '“As a precaution, the man’s three closest contacts were asked to isolate pending further test results, including antibody tests.', '“All have been advised of the result and are no longer required to self-isolate.”', 'Western Australia did not record any local cases overnight, but two new infections were noted in hotel quarantine — two young children who returned from overseas with their parents.', 'It brings the state’s total number of infections to 1010, including 26 active cases.', 'Perth currently has 1895 people in hotel quarantine.', '“The number is tracking down very slowly, but tracking down because of our reduction in the cap,” Mr McGowan said.', 'An announcement on lifting restrictions is expected to be made on Thursday.', 'Commuters on two train services and three stations have been caught up in Melbourne’s latest positive coronavirus case.', 'One state says it hasn’t gotten its fair share from Canberra, with the amount of money allocated ‘even worse than first feared’.', 'Our Apps']",0.4774218933521258,0.000759924829692268,Positive
118,"['NSW has recorded a worrying, sharp increase in COVID-19 cases among returned travellers in hotel quarantine overnight.', 'New South Wales has registered double-digit numbers of COVID-19 cases in hotel quarantine for the second time in five days while the state recorded one case locally.', 'Overnight, 10 new cases were acquired in overseas travellers.', 'The locally acquired case, a Sydney man in his 50s from southeastern Sydney, tested positive on Wednesday morning – the first case in NSW in more than a month.', 'The number of overseas cases ranged between three and seven during the past four days, after flights from India were halted due to growing strain being put on the quarantine system towards the end of April.', 'NSW recorded 12 cases on April 27, then nine, 15 and 13 cases in the days after.', 'NSW recorded no new locally acquired cases of COVID-19 in the 24 hours to 8pm last night. Ten new cases were acquired overseas to 8pm last night. pic.twitter.com/IP9EhQHasL', 'The federal government on Monday suspended flights from India until mid-May.', 'The ban on travellers from India was based on health advice from Australia’s chief medical officer Paul Kelly, who said the proportion of COVID-19 positive cases in people arriving from the nation had sharply increased to more than 50 per cent since mid-April.', 'All passenger flights from India to Australia were grounded on Monday as the country continued to grapple with the world’s worst COVID-19 outbreak.', 'India has averaged more than 300,000 new daily COVID-19 cases over the last 12 days, putting severe pressure on hospitals and oxygen supplies.', 'Travellers to Australia who defy the ban face fines of more than $60,000, a five-year jail term or both.', '“Our advice was we need to do something about the number of these cases coming into our hotel quarantine because of the risk of incursions,” Dr Kelly said.', '“The biggest risk coming from – by far and away that was coming from people arriving from India. So, that was the advice given, the public health advice. And then the response to that was obviously a decision of Government to use the Biosecurity Act in that way.”', 'Since December 11, 1555 cases have been detected in Australian hotel quarantine.', 'Travellers from India have recorded a large contribution to that total, with 324 cases in total. In April alone, there were 210 cases.', 'Travellers from the US have accounted for 172 cases since December 11 while Papua New Guinea’s COVID-19 crises has contributed 108 cases to Australian hotel quarantine.', 'Commuters on two train services and three stations have been caught up in Melbourne’s latest positive coronavirus case.', 'One state says it hasn’t gotten its fair share from Canberra, with the amount of money allocated ‘even worse than first feared’.', 'Our Apps']",0.3869176458462173,0.07582714904143475,Positive
119,"['Australian cricket legend Michael Hussey has reportedly tested positive to the coronavirus as he remains trapped in India.', 'Australian cricket legend Michael Hussey has reportedly tested positive for COVID-19.', 'The 45-year-old was working as a batting coach for the Chennai Super Kings in the Indian Premier League, and is one of many Australians trapped in the country following Scott Morrison’s decision to introduce a hard border closure.', 'Early on Wednesday morning AEST, The Times of India reported Hussey had become the first Australian in the IPL bubble to test positive for the coronavirus.', 'According to the publication, he was tested twice with both coming back positive.', 'The glamorous T20 tournament was indefinitely suspended on Tuesday evening after several cricketers and staff members contracted the virus.', 'The Kolkata Knight Riders were placed in isolation after players Varun Chakravarthy and Sandeep Warrier tested positive on Monday, along with three staff members from the Super Kings — chief executive officer Kasi Viswanathan, bowling coach Lakshmipathy Balaji and a bus cleaner.', 'The IPL decided to take an indefinite pause on Tuesday as Sunrisers Hyderabad wicketkeeper Wriddhiman Saha — a teammate of David Warner — joined the growing list.', 'Television crew and venue staff also contracted coronavirus as the integrity of the tournament’s biosecurity bubble was compromised.', 'Hussey played 79 Test matches and 185 one-day internationals for Australia, scoring 22 centuries and 11,677 runs.', 'He featured in the 2006/07 Ashes whitewash and 2007 Cricket World Cup triumph.', 'More than 30 Australian players, commentators, umpires and coaching staff participated in the IPL — including Steve Smith, Pat Cummins, Glenn Maxwell and Ricky Ponting.', 'The Australian talent in India now face an anxious wait to get home, with Morrison’s Government introducing fines of up to $66,600 or five years in prison for anyone defying the strict travel ban — currently in place until May 15.', 'On Tuesday, Warner shared an emotional Instagram post with a message from his daughters and wife with a desperate plea: “Please Daddy come home straight away”.', 'Stay safe daddy, come home soon we love you. @davidwarner31pic.twitter.com/VXkrIzWomx', 'The temporary travel ban was designed to allow for hotel quarantine upgrades in Australia before an influx of citizens fleeing COVID-ravaged India.', 'Last week, Morrison said Australian cricket players and coaches in India would not be given preferential treatment.', '“They’ve travelled there privately under their own arrangements. This wasn’t part of an Australian tour,” Morrison said.', '“And they’re under their own resources and they’ll be using those resources, I’m sure, to see them return to Australia in accordance with our own arrangements.”', 'The Aussies knew they would be required to spend 14 days in quarantine upon returning home — they did not anticipate being locked out of the country with a threat of jail time.', '“Up until now, I felt incredibly safe in the bubble they created,” Cummins told Fox Sports’ Back Page from his Ahmedabad hotel room on Tuesday.', '“Arriving, we had to do seven days quarantine, tests every two days, we had to wear masks in the hotel, literally the only people we have seen are hotel staff who are getting tested every day and members of our team.', '“Once we flew out from Australia, we knew we faced 14 days quarantine coming home, so you always feel that little bit further away from getting home, but as soon as that hard border shut, obviously no one has ever experienced that before.', '“It added a little bit of anxiety for some of the Aussies over here, but hopefully it all opens on May 15 and we are able to get back.”', 'Earlier this week, Indian coach Ravi Shastri told SEN that the IPL bubbles were the safest place in India.', 'Kolkata teammate Ben Cutting told Fox Sports: “Last year we had the IPL held over in the UAE and that was, you know, an incredibly, incredibly well run tournament. No hiccups at all.', '“I think this year they tried to push that little step further and have it over in multiple cities in India. So I’m sure looking back, there might have tweaked a few things.', '“It’s a shame, and there’s obviously there’s been a few cases in the last couple of days.', '“Up until now felt incredibly safe and confident in the bubble they’ve created.”', 'IPL commentator and former Australian Test batter Michael Slater flew to the Maldives on the weekend, where he will wait until he can legally return home.', 'According to The Australian, some of the 30-odd Australians are considering a similar move — there is also talk of ordering a charter flight to Dubai.', 'Slater tweeted on Monday evening: “If our Government cared for the safety of Aussies they would allow us to get home. It’s a disgrace!', '“Blood on your hands PM. How dare you treat us like this. How about you sort out quarantine system.', '“I had government permission to work on the IPL but I now have government neglect.”', 'Australian cricketers Andrew Tye, Adam Zampa and Kane Richardson returned home last week before the travel restrictions were introduced.', 'Last month, West Australian all-rounder Mitchell Marsh and New South Wales paceman Josh Hazlewood abandoned their IPL commitments before travelling to Asia.', 'India is recording approximately 360,000 cases and 3500 deaths a day and has been hit by chronic shortages of hospital beds and oxygen.', 'A huge international effort is underway to deliver much-needed oxygen to cities around India where coronavirus cases have skyrocketed to the point where people infected, including babies, have died while waiting for treatment outside hospitals.', 'Long queues were seen at vaccination centres across the weekend, with people desperate to be inoculated against a disease that has overwhelmed the healthcare system.', 'Social media platforms have been flooded with pleas from people looking for oxygen cylinders, medicines and hospital beds as the COVID-19 wave causes widespread shortages.', 'Last week, Cummins donated $50,000 to help the nation fight the outbreak, calling for other players to contribute.', 'Cricket Australia and the Australia Cricketers’ Association released a joint statement on Tuesday following the IPL’s decision to postpone the tournament.', '“CA is in direct contact with the BCCI as they work through plans to ensure the safe accommodation and repatriation of Australian players, coaches, match officials and commentators back home to Australia,” the statement read.', '“CA and the ACA respect the decision of the Australian Government to pause travel from India until at least May 15 and will not seek exemptions.', '“CA and the ACA thank the BCCI for their efforts and co-operation for the safe repatriation of all participants at the IPL.”', 'India is scheduled to host the Men’s T20 World Cup in October, with several reports suggesting the event could be moved to the United Arab Emirates.', 'Marnus Labuschagne has once again proven he’s a man of many talents, showing off his unconventional variation ball in County cricket.', 'Aussie cricket legend Michael Hussey returned a second positive COVID test as he remains in India – and it’s been revealed how he may have contracted the virus.', 'Our Apps']",0.36557947900053156,0.08925438596491228,Positive
120,"['Pfizer CEO Albert Bourla at the Pfizer-BioNtech Covid-19 vaccine factory in Belgium, where capacity is ramping up', 'Pfizer sharply increased its 2021 profit\xa0projections on Tuesday, citing much higher Covid-19 vaccine sales which are on track to provide a ""durable"" revenue stream in the wake of the pandemic.', 'The drugmaker reported a jump in first-quarter profits based on surging revenues, with nearly one-fourth of sales coming from Covid-19 vaccines.', 'But the surging profits have drawn criticism as governments face pressure to step in to ensure vaccines are provided to underserved countries.', 'The company is studying the efficacy of giving the jabs six or more months after the second vaccine dose, and developing doses that could be stored at standard refrigerated temperature for up to 10 weeks.', '""It is our hope that the Pfizer-BioNTech vaccine will continue to have a global impact by helping to get the devastating pandemic under control and helping economies around the world not only open, but stay open,"" Bourla said in prepared remarks.', 'Pfizer has won wide praise for its technological prowess in developing a game-changing vaccine in record time. However, critics called the profits troubling given the divide in vaccine availability between rich and poor countries.', 'India and South Africa are leading an effort in the World Trade Organization to waive intellectual property and patent rules, at least temporarily, which would open the door to broader production of vaccines at a time when the virus is causing mass misery in India and some other countries.', 'Biden also said he was ready to ""immediately"" begin vaccinations for 12 to 15-year-olds as soon as Pfizer\'s Covid shot is approved by regulators for the age group.', 'Pfizer reported net income of $4.9 billion, up 45 percent from the same period of the prior year.', 'The results include the lift from Covid-19 vaccines, which generated profit margins of ""high-20s,"" implying around $900 million in profits in the most recent quarter.', 'The company has reached an agreement\xa0to provide up to 40 million doses for Covax, a globally-pooled coronavirus vaccine procurement effort aimed at providing vaccines to low- and middle-income economies.', '- Criticism of profits -', 'The company said it is charging $19.50 per vaccine dose in the United States, but has not disclosed its US profit margin.', '""Pfizer is cashing in on the crisis and hoarding technology, even as billions of people around the world go without a vaccine,"" Rizvi said in an email to AFP.', 'The company is building more capacity and expects to manufacture at least three billion doses in 2022, up from 2.5 billion now expected in 2021. In February, Pfizer said it expected to produce up to two billion doses in 2021.', 'jmb/hs', '...', 'Spiralling violence between Israel and Hamas Islamists who control Gaza is ""escalating towards a full-scale war,"" the UN envoy for Middle East Peace said Tuesday.', 'The UN Security Council will hold an urgent meeting on Wednesday over the deadly unrest playing out between Israel and the Palestinians, its second such session in three days, diplomatic sources said Tuesday.', 'Our Apps']",0.3893939393939395,-0.0007575757575757574,Negative
121,"['', 'Former cricketer Mike Hussey – who is one of many Australians trapped in India – has reportedly tested positive to COVID-19. \n\nIndian media outlets reported the Chennai Super Kings batting coach has returned two positive tests.', 'SKY', 'Read More', 'Our Apps']",0.3939393939393939,0.22683982683982684,Positive
122,"['', 'Confidential documents have revealed a senior bureaucrat in Victoria’s government who was responsible for managing COVID-19 quarantine control breached protocols on two separate occasions. \n\nGeneral Manager of COVID-19 Quarantine Victoria’s Infection Prevention and Control Matiu Bush is the figure at the centre of these new allegations laid out by The Australian newspaper.\n\nOn April 20 Mr Bush reportedly went to exit the InterContinental hotel quarantine facility and refused to have the mandatory quarantine test when asked by health workers, claiming he had the authority to do so.\n\nThe second incident occurred on March 1 when he went to the Pullman hotel but failed to check in on his personal QR code system before visiting another hotel where he failed to sanitise his hands or change his face mask.\n\nThe revelations surrounding Mr Bush’s breaches in infection control have been accompanied by a secret report also obtained by The Australian attributing Victoria’s third outbreak to a previously unknown incident.\n\nThe report found the virus escaped into a hotel corridor after a woman in the hotel quarantine system was swabbed by a health worker in an open doorway and not by a nebuliser as previously thought.', 'SKY', 'Read More', 'Our Apps']",0.31222943722943725,-0.05930735930735931,Negative
123,"['', 'The Indian government has insisted daily coronavirus cases in the country easing despite the nation recording 355,000 new cases on Tuesday. \n\nIt brings the total number to more than 20 million but there are questions about the accuracy of figures, especially in remote areas.\n\nThe head of a Delhi hospital has told Sky News Correspondent Alex Crawford that although his hospital is already overwhelmed, he believes things will get even worse.', 'SKY', 'Read More', 'Our Apps']",0.4577922077922078,0.07662337662337662,Positive
